26,0,473
190,1,715
98,1,765
2,2,122
117,3,46
172,3,899
271,3,842
142,4,801
169,4,50
201,4,496
4,4,189
222,5,70
291,5,459
277,5,327
17,6,680
165,6,56
15,6,197
248,7,291
109,7,123
202,7,656
92,7,623
19,8,857
204,9,854
103,9,174
90,9,852
23,10,23
82,10,158
290,12,507
264,13,659
218,13,588
215,13,510
158,14,951
184,14,606
72,14,511
159,14,237
295,15,747
132,15,267
113,15,338
108,15,21
125,16,577
147,16,495
0,18,207
216,18,366
71,19,186
241,19,682
65,19,371
32,21,114
145,22,135
223,23,691
293,23,161
90,23,848
8,23,127
69,24,510
47,24,589
181,24,627
98,25,645
269,25,639
220,26,423
75,27,605
235,28,53
91,29,435
176,29,809
201,30,409
130,30,457
31,30,455
123,32,793
51,32,85
269,32,184
190,32,202
184,34,680
149,34,38
296,34,857
29,34,804
152,35,105
41,35,588
239,35,999
297,35,387
197,36,173
276,42,111
103,42,741
100,43,265
114,43,152
110,43,588
146,43,79
219,44,392
9,44,498
239,45,921
259,45,407
178,46,970
259,46,176
87,46,741
51,47,595
154,47,656
253,47,812
180,47,199
118,48,426
89,48,437
295,48,698
173,50,275
93,50,841
198,50,638
73,51,838
256,51,704
51,52,651
237,53,516
22,53,4
115,53,778
17,54,21
114,55,517
13,55,384
247,55,218
269,55,839
230,56,771
79,57,803
34,57,929
135,57,383
167,58,322
243,58,820
185,58,214
151,58,428
47,59,247
172,60,20
49,60,430
234,60,989
108,60,203
285,61,416
60,61,604
105,61,684
295,62,36
39,62,730
71,62,171
298,62,85
33,63,410
94,64,227
57,64,110
297,65,940
252,66,248
181,68,496
11,68,243
266,68,574
220,69,77
197,69,845
109,69,454
46,69,872
184,70,712
245,70,242
227,70,931
70,70,408
237,75,371
12,75,747
290,78,219
30,79,371
218,81,747
246,81,384
163,82,323
2,82,757
104,84,537
80,85,916
228,87,940
22,87,435
46,87,798
294,88,868
77,89,862
136,91,431
24,91,841
48,92,966
214,92,373
287,92,818
231,92,881
255,93,813
67,93,576
27,93,418
232,94,268
226,94,664
104,94,709
122,96,408
281,96,862
95,97,829
60,97,743
96,99,307
217,99,936
263,99,406
129,99,904
149,100,294
42,100,534
103,100,919
148,101,14
153,101,330
83,101,134
132,102,84
97,102,794
288,102,553
167,103,463
264,103,234
211,104,687
188,104,723
170,104,400
204,105,414
291,106,446
176,106,724
216,106,240
20,107,381
19,108,778
232,109,797
111,109,257
40,109,395
121,109,626
120,110,789
234,110,587
7,110,266
88,111,178
33,111,681
12,111,803
151,111,187
42,112,341
25,112,725
66,112,811
262,113,867
24,114,690
48,114,392
223,114,216
186,115,133
258,115,619
49,115,96
249,116,577
177,116,675
47,116,889
231,117,876
236,117,831
212,117,787
184,118,107
221,119,177
283,120,703
108,120,907
158,120,297
68,121,728
3,121,74
200,121,269
7,121,672
264,122,490
85,122,260
245,124,221
274,124,221
279,126,845
290,126,22
15,128,800
166,128,603
253,129,896
245,129,9
75,129,605
97,129,825
62,130,886
282,130,979
47,130,157
147,130,653
99,132,939
50,132,651
74,133,778
139,133,197
197,134,123
216,135,732
199,136,623
53,136,656
254,136,212
144,136,571
195,138,588
111,138,693
61,139,392
200,140,629
58,140,107
8,140,718
18,140,412
197,141,125
69,141,12
261,141,482
212,141,226
168,142,507
294,142,211
196,142,816
151,145,888
241,145,933
243,145,404
200,145,82
58,146,565
299,147,990
164,149,259
39,149,256
122,149,562
120,149,471
74,150,51
222,150,24
207,150,954
14,150,657
25,151,578
162,151,599
242,151,365
262,152,761
80,152,186
267,154,398
123,155,127
216,155,879
233,155,926
117,156,255
149,158,52
77,158,72
250,158,488
15,158,57
185,159,714
128,159,354
129,159,904
77,159,844
167,160,453
205,160,530
154,161,640
223,161,828
16,163,268
62,163,881
110,163,19
208,164,601
79,167,594
236,167,881
54,167,906
136,167,752
153,168,825
164,170,293
184,170,841
127,170,982
286,171,816
221,173,685
105,173,849
115,173,444
15,173,13
59,175,481
134,175,832
125,175,9
126,176,603
132,176,360
55,176,927
92,176,235
239,177,495
240,178,72
288,178,570
142,178,370
71,179,605
187,180,327
101,180,994
130,180,231
215,180,737
41,181,128
195,181,174
93,183,573
206,183,743
253,183,154
78,183,104
89,184,527
11,184,513
45,185,25
264,186,667
202,187,68
273,188,343
1,189,341
282,189,2
4,189,455
160,189,732
291,191,769
187,191,975
261,191,762
139,192,423
288,192,377
158,193,421
244,193,589
251,193,713
194,193,793
191,195,356
166,195,264
